pertSize,reactionTime,initialResponse
100,5.52499595594418,1
25,3.53999807596847,1
-50,3.98299820578541,1
-200,2.44699664390646,1
150,3.67099480033357,-1
300,2.12099656784994,-1
-25,7.32699182236684,-1
0,4.83199241400143,1
-300,4.11699677372235,1
50,5.62199440527183,-1
-100,4.52099645662383,1
0,7.22999372518098,-1
200,1.85099335742416,-1
-150,4.29299145007099,-1
-100,3.68199655962235,1
-25,4.77899147284188,1
50,7.24100005198125,1
200,3.05699817264394,-1
-150,2.63399430239224,1
-300,2.42099913442507,1
25,6.2269932866111,1
0,5.92099546552345,1
300,2.12199756801419,-1
-50,4.76699330044357,1
100,3.96899896991818,-1
0,7.70099335897248,-1
-200,2.50499659252819,1
150,6.04699755418551,-1
100,6.9190002411633,-1
