pertSize,reactionTime,initialResponse
100,5.48600282287953,-1
25,6.52799488604069,-1
-50,6.81900053310528,1
-200,1.98199969232519,1
150,6.93800366592768,-1
300,3.31999855530739,-1
-25,4.88399796962767,-1
0,8.28199418282748,-1
-300,2.97100036525808,1
50,NaN,NaN
-100,5.00399665570876,1
0,2.85199403214938,-1
200,4.24199409819266,-1
-150,5.7360019435946,1
-100,1.93999986803829,1
-25,2.94000044703716,1
50,4.91000016128964,-1
200,4.05899782085908,-1
-150,2.80899876916374,1
-300,1.41700388920435,1
25,3.07000284099922,-1
0,5.72099758112745,-1
300,2.30799749648577,-1
-50,3.01700185549271,-1
100,1.48799588990369,-1
0,7.29599534559384,-1
NaN,NaN,NaN
NaN,NaN,NaN
