pertSize,reactionTime,initialResponse
-150,1.55800294899382,1
200,0.991003989816818,-1
0,3.43700733971491,1
-100,1.84000606095651,1
50,1.51600205266004,-1
-300,0.982003653407446,1
0,2.68200093245105,-1
-25,1.13799949812528,1
300,1.70199967348162,-1
150,1.02899933516892,-1
-200,1.27699939488957,-1
-50,1.85500304472225,1
25,2.10500554036844,-1
100,1.83300669121672,-1
150,1.37800541245815,-1
-200,1.14599852466199,1
0,1.79900801968324,1
100,1.35200443255599,-1
-50,2.46700118672743,1
300,2.70000823533337,-1
0,3.63000273930811,1
25,3.61200153624668,-1
-300,2.08400332760357,1
-150,1.89700293182977,1
200,1.42100497126376,-1
50,2.66000123488629,-1
-25,1.86400597512693,-1
-100,1.96200636422145,1
-150,1.757999597663,1
