pertSize,reactionTime,initialResponse
-150,0.859993969199422,1
200,0.591994991780666,-1
0,4.91999809360277,-1
-100,1.77999464452296,1
50,4.86099152552924,-1
-300,1.99499768483656,1
0,7.38399671936349,1
-25,6.22999664807139,-1
300,0.516999875304464,-1
150,7.39799777317239,1
-200,1.61099257004389,1
-50,7.48299169146776,1
25,7.94699151718669,1
100,3.42699760222604,-1
150,2.11299124491052,-1
-200,0.55499361789407,1
0,7.23299104833859,-1
100,4.42199771082232,-1
-50,7.2239934502868,1
300,0.366996845004905,-1
0,7.28499255573843,-1
25,6.26699395608739,-1
-300,1.13799235355691,1
-150,3.59499929285084,1
200,1.40199335670331,-1
50,7.10299690985994,1
-25,7.16499843144265,-1
-100,2.18199716949312,1
-150,4.88299117100541,1
