pertSize,reactionTime,initialResponse
-150,2.07000335823977,1
200,2.55999552929279,-1
0,3.74499928283331,1
-100,2.17499518764089,1
50,3.46700485575275,-1
-300,1.3519996582254,1
0,5.60300409364572,1
-25,3.73199799632857,-1
300,1.81899914646056,-1
150,2.61899603795609,-1
-200,2.88799726939033,1
-50,4.6020029276624,1
25,4.1329993006002,1
100,5.95800353979575,-1
150,4.29200480699365,-1
-200,2.07699859404238,1
0,4.81900021302863,-1
100,2.93999688589247,-1
-50,5.30900113630196,-1
300,1.64600034737668,-1
0,4.0640013195225,-1
25,5.78699565040733,1
-300,1.9309962812622,1
-150,2.10399535989563,1
200,2.54400285208249,-1
50,5.73799641561345,1
-25,6.84200207459799,1
-100,2.21099687707465,1
-150,2.35999907767837,1
