pertSize,reactionTime,initialResponse
100,5.03499708139861,1
25,6.41699265336501,1
-50,2.48899713360879,1
-200,1.99899723398266,1
150,2.92600109124032,-1
300,2.76199464774254,-1
-25,7.29499876641785,-1
0,7.79600073862093,1
-300,2.93399761891487,1
50,3.50800046074437,1
-100,5.35099334871484,1
0,6.99299562084343,1
200,2.93200068974693,-1
-150,4.31999857496703,1
-100,6.80699893677229,1
-25,6.8599969383431,1
50,8.43099442696257,-1
200,3.66999611460778,-1
-150,3.60499801039259,1
-300,1.07199823128758,1
25,4.98199866736104,-1
0,7.84899947416852,1
300,5.43900248419959,-1
-50,6.4810002377053,1
100,4.41700178730389,-1
0,6.54200220655912,-1
-200,2.05899257170677,1
150,3.07500019705185,-1
100,4.76199778234877,-1
