pertSize,reactionTime,initialResponse
100,1.28800009751285,-1
25,4.82100075852941,1
-50,3.35499286091363,-1
-200,1.69700006998028,1
150,1.94999757886399,-1
300,2.05399322367157,-1
-25,2.94599338150147,1
0,4.00199892974342,-1
-300,1.67699826205353,1
50,4.27799695455906,-1
-100,1.76899272621085,1
0,5.4469920599513,-1
200,1.63299552965327,-1
-150,2.88299403154815,1
-100,2.02799182915624,1
-25,4.10299834096804,-1
50,2.18299206424126,-1
200,1.48299298310303,-1
-150,1.33100092518725,1
-300,2.38899547398614,-1
25,3.31299249303265,-1
0,7.37099246800062,-1
300,0.473995429638308,-1
-50,3.39999311792781,1
100,2.84899953162676,-1
0,2.76799615192431,1
-200,1.6099913811704,1
150,2.24600017750345,-1
100,2.91700021410361,-1
