pertSize,reactionTime,initialResponse
100,2.80799999451847,-1
25,7.42000002765417,-1
-50,2.24000425982376,1
-200,0.799000331404386,1
150,0.918004337909224,-1
300,0.263999918941408,-1
-25,4.49100419247407,1
0,4.53200018489588,1
-300,0.989996597054414,1
50,6.61400345647417,-1
-100,2.31099782657839,1
0,NaN,NaN
200,0.698998946783831,-1
-150,1.44099488032225,1
-100,2.32600326180545,1
-25,3.1179972338723,1
50,3.08999486470566,-1
200,0.879996730327548,-1
-150,1.54899814605596,1
-300,1.03000285685266,1
25,3.53199536919419,1
0,3.91600455308071,-1
300,0.947003608584055,-1
-50,2.29399925970938,1
100,1.98099762284983,-1
0,6.15199685919652,-1
-200,0.760999740246916,1
150,2.30000146222301,-1
100,1.67199584352784,-1
