pertSize,reactionTime,initialResponse
100,2.20300759447127,-1
25,3.60900572145329,-1
-50,5.94900840282935,1
-200,2.16600367904175,1
150,1.15700639819988,-1
300,2.01500401711382,-1
-25,3.54500367880246,-1
0,3.1860013327605,1
-300,2.71099951160431,1
50,2.42800900662405,-1
-100,5.86000748122024,1
0,5.41400168526161,1
200,3.33700337851042,1
-150,3.82000582790351,1
-100,3.45000089669338,1
-25,4.649000651596,1
50,4.19400599801884,-1
200,2.08900047183124,-1
-150,7.34800267458195,1
-300,1.47400807774102,1
25,4.73200517248915,-1
0,6.05800059450121,1
300,2.11900269699254,-1
-50,4.53900103771593,1
100,1.57500041067397,-1
0,4.5690008523452,1
-200,3.66800083220005,1
150,1.47100741267059,-1
100,3.23800430489064,-1
