pertSize,reactionTime,initialResponse
100,3.37000128746149,-1
25,2.57000517344568,-1
-50,3.81400466835476,1
-200,1.77700462997018,1
150,4.87800927841454,-1
300,1.90600562751206,-1
-25,4.11700193106662,1
0,4.54700417303684,1
-300,1.64500313043391,1
50,3.50200184607093,-1
-100,2.37500966202788,1
0,3.77500860333384,1
200,2.88100635540468,-1
-150,1.26500659382145,1
-100,2.73100902008446,1
-25,4.39900223111908,-1
50,3.75200989150471,1
200,2.03500763166085,-1
-150,1.55500937044417,1
-300,1.02200870275556,-1
25,2.76700845133746,-1
0,3.11500846552372,1
300,1.42200902700279,-1
-50,3.10200390517275,1
100,2.96600127601414,-1
0,2.63000017034938,1
-200,1.28800338077417,1
150,6.43900797247625,1
100,2.19800217509328,-1
