pertSize,reactionTime,initialResponse
-150,3.83799491667742,1
200,2.27100108718878,-1
0,5.68100218689506,-1
-100,7.39499728024384,1
50,5.80799872612988,-1
-300,2.66800208092172,1
0,5.69099539006129,-1
-25,7.02300353050668,-1
300,2.17899651515472,-1
150,3.32700331497472,-1
-200,2.63300387644995,1
-50,4.85200105739204,1
25,5.3979979846481,-1
100,5.69099476755218,-1
150,4.71000087010907,-1
-200,3.67999929142388,1
0,6.16100149345584,1
100,3.39899471497483,-1
-50,6.81699503612617,1
300,3.24499688494689,-1
0,6.83499522638886,-1
25,7.55400092602213,-1
-300,2.52600104880548,1
-150,2.79899454153201,1
200,2.47300363779505,-1
50,6.51999907100253,-1
-25,4.92700083363161,1
-100,5.28099641048902,1
-150,3.75799444496806,1
