pertSize,reactionTime,initialResponse
100,4.44899664759578,-1
25,7.88499962961941,-1
-50,6.10999449730298,1
-200,2.86699306297669,1
150,6.77099585998076,-1
300,3.15299110185879,-1
-25,6.25599455618794,1
0,7.13499214780313,-1
-300,1.08999878573377,1
50,5.62999341655086,-1
-100,2.65899693882238,1
0,7.76699334192381,1
200,3.45799789154989,-1
-150,2.63299413133063,1
-100,5.32199849104654,1
-25,4.67699486398487,1
50,4.73499336659734,-1
200,5.17099473750568,-1
-150,1.89799553513876,1
-300,1.24799897539924,1
25,3.60099955439364,1
0,4.92699812007049,1
300,0.881998369695793,-1
-50,4.52299972236506,1
100,4.61599617028696,-1
0,4.8729977605326,-1
-200,0.797997900845075,1
150,4.60299119246338,-1
100,5.68199515486049,1
