pertSize,reactionTime,initialResponse
-150,1.44200943470059,1
200,1.78000116706244,-1
0,6.75800193810574,-1
-100,3.40300420808489,1
50,2.02500259995577,-1
-300,1.03400032746868,1
0,5.32000084972242,-1
-25,5.71200096833491,1
300,3.86300103437679,-1
150,2.35800407171337,-1
-200,2.66300184059219,1
-50,5.36600306713808,1
25,3.52500993073045,-1
100,1.90500394833361,-1
150,1.55100734865846,-1
-200,3.35700781834021,1
0,2.16300717937702,1
100,2.53000924122171,-1
-50,3.18600103175413,1
300,1.66300659608532,-1
0,3.39100512111327,1
25,4.03900087666261,-1
-300,1.30100779140048,1
-150,3.47800114607526,1
200,3.88500683868187,-1
50,3.69700789141643,-1
-25,3.3400021809357,1
-100,2.39100001287443,1
-150,3.57100512242323,1
