pertSize,reactionTime,initialResponse
-150,3.85300226295658,1
200,2.17000258827466,-1
0,7.57699689674337,1
-100,4.13999744212924,1
50,6.11000408220571,-1
-300,2.93300246286526,1
0,4.99800405311544,1
-25,4.86100340438134,1
300,2.47299584734719,-1
150,4.72000289666903,-1
-200,2.85200206780428,1
-50,2.85200059282943,1
25,4.64900138068333,-1
100,2.23200201154395,-1
150,2.15699716020026,-1
-200,2.86900007069198,1
0,3.22500122153724,-1
100,2.43500081384263,-1
-50,4.1869998070033,1
300,1.53500331735995,-1
0,2.84799930906593,1
25,4.47299790979014,-1
-300,3.01100324988511,1
-150,7.63900417161494,1
200,2.060998991612,-1
50,4.76299899459264,-1
-25,4.70899736475985,1
-100,4.10299702716293,1
-150,2.75399589836888,1
