pertSize,reactionTime,initialResponse
100,4.42000017392274,-1
25,6.21800639843423,-1
-50,6.24700704895804,1
-200,4.28300648641016,1
150,5.19400172340829,-1
300,3.55900474464579,-1
-25,4.60300192069553,1
0,4.29899992715946,-1
-300,3.2799984584999,1
50,5.57199740051874,-1
-100,6.11000366007647,-1
0,6.19700562035723,-1
200,4.04400146281114,-1
-150,5.18200657939451,1
-100,4.4000017526123,1
-25,5.36500377595075,-1
50,4.86300334655971,-1
200,3.52099993884622,-1
-150,3.68900601827772,1
-300,3.06300036036555,1
25,5.6449991524205,-1
0,4.72400096201454,1
300,3.49900163423445,1
-50,5.3120045517644,1
100,4.35899802279164,-1
0,6.76399943506112,-1
-200,3.32199771833257,1
150,6.39399979984591,-1
100,6.24099948679941,-1
