pertSize,reactionTime,initialResponse
100,3.52699909471994,-1
25,6.60399969339051,1
-50,3.28999852466222,1
-200,1.31599962293694,1
150,1.82100218164851,-1
300,2.99000084542786,-1
-25,5.18699977552751,1
0,4.88899951922212,1
-300,1.08499754178047,1
50,3.10299828266579,-1
-100,3.49800038027752,1
0,4.24999940216367,-1
200,5.13200396441971,-1
-150,1.97199782085227,1
-100,3.69400390588999,1
-25,6.25400475823699,-1
50,4.52999659013585,-1
200,5.0110032063676,-1
-150,4.5110054889883,1
-300,4.44100155639171,1
25,5.27999611222185,-1
0,5.92699685454136,1
300,4.20700397252949,-1
-50,5.64500341629901,1
100,6.29100366806961,-1
0,5.73899668920058,1
-200,1.03200438880594,1
150,4.34799844217196,-1
100,3.92799734282016,-1
