pertSize,reactionTime,initialResponse
300,1.72500064206542,-1
-25,3.35400092745112,1
0,4.37999537325231,1
-300,0.729003338456096,1
50,2.56400395250239,1
-100,2.31399961555144,1
0,3.75499777758523,1
200,1.78300222909456,-1
-150,1.09299582552921,1
-100,2.22100259661966,1
-25,4.79599863529438,1
50,4.63699593186175,1
200,2.56399628031068,-1
-150,2.42099988389236,1
-300,0.829995482446975,1
25,3.92999733758188,1
0,6.44600190055644,-1
300,1.56300185656437,-1
-50,2.98999783706677,1
100,1.79000206923229,-1
0,6.09199749123945,-1
-200,0.81200269258261,1
150,1.91500223302864,-1
100,4.14899719250388,-1
300,1.50000143170473,-1
