pertSize,reactionTime,initialResponse
-150,3.38199918162718,1
200,1.71100280201063,-1
0,5.72400653385557,-1
-100,2.46300212752249,1
50,2.93400084877067,-1
-300,1.85100126659381,1
0,4.71600636565563,1
-25,3.58100093829125,1
300,1.60900036311068,-1
150,2.93899818455975,-1
-200,3.04200067459897,1
-50,5.71200457953819,1
25,5.23300598549395,-1
100,3.42000579225714,-1
150,5.50700687443896,-1
-200,1.39300060963433,1
0,5.22000033091899,-1
100,4.57000358343066,-1
-50,3.85400681209285,1
300,1.25000148212712,-1
0,4.63700357484777,-1
25,4.61800516509538,-1
-300,0.357003637545859,1
-150,2.29699919688574,1
200,2.67400353908306,-1
50,5.3400058686675,-1
-25,8.25200346171914,1
-100,4.27900543880241,1
-150,2.50100154053507,1
