pertSize,reactionTime,initialResponse
100,3.1519919741113,-1
25,2.62099253070483,-1
-50,6.72899813854747,-1
-200,1.61800057601795,1
150,3.03899755513703,-1
300,1.63199600517692,-1
-25,4.84099519527081,1
0,3.62000029360934,1
-300,0.61999102174741,1
50,5.1990005182015,-1
-100,2.43099312305276,1
0,3.54699823331612,1
200,2.79200014591333,-1
-150,2.93699134850613,1
-100,2.25899158763787,1
-25,4.55199580931367,1
50,3.90199600851338,-1
200,3.7289910604959,-1
-150,2.09899069344829,1
-300,1.8119936733201,1
25,6.58999245416635,-1
0,4.32999630653649,1
300,1.81899205577065,-1
-50,3.25399621367251,1
100,2.81399563920422,-1
0,5.2749912111758,-1
-200,2.2119978673436,1
150,1.8740002123086,-1
100,4.30099789011001,-1
