pertSize,reactionTime,initialResponse
100,3.3720026203373,-1
25,5.35499344241543,-1
-50,4.71199955618067,-1
-200,2.48800111627497,1
150,2.86800188588677,-1
300,1.82699982714257,-1
-25,4.38000127791747,-1
0,4.95899388837279,-1
-300,2.47099582337978,1
50,4.77799733233405,1
-100,3.94099807321618,-1
0,5.53399614274531,1
200,2.53200117659435,-1
-150,2.28299394750502,1
-100,4.76499715864338,-1
-25,5.33399498009385,-1
50,5.32999856054812,-1
200,3.76199652564537,-1
-150,2.97099668908049,1
-300,2.47299450349237,1
25,5.3909941196398,1
0,4.02100023340608,-1
300,1.87099431407114,-1
-50,4.65999944674695,1
100,3.73999629831087,-1
0,3.85099735665426,1
-200,2.12200039958407,1
150,2.99000063800486,-1
100,2.21099658274761,-1
